@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.062791,0.018605,0.051163,0.090698,0.027907,0.069767,0.023256,0.116279,0.093023,0.081395,0.018605,0.062791,0.037209,0.006977,0.025581,0.060465,0.053488,0.069767,0.004651,0.025581,thermo
0.074499,0.005731,0.071633,0.04298,0.060172,0.057307,0.014327,0.088825,0.063037,0.077364,0.031519,0.077364,0.017192,0.002865,0.068768,0.097421,0.037249,0.037249,0.005731,0.068768,thermo
0.03252,0.00813,0.081301,0.113821,0.03252,0.04878,0.00813,0.056911,0.097561,0.04878,0.056911,0.04065,0.04878,0.03252,0.081301,0.04878,0.03252,0.081301,0.01626,0.03252,thermo
0.040541,0.054054,0.033784,0.081081,0.033784,0.054054,0.006757,0.094595,0.114865,0.054054,0.027027,0.067568,0.040541,0.033784,0.033784,0.047297,0.040541,0.094595,0,0.047297,thermo
0.016949,0.067797,0.016949,0.084746,0.016949,0.118644,0.016949,0.016949,0.135593,0.050847,0.033898,0,0.067797,0,0.118644,0.084746,0.033898,0.033898,0,0.084746,thermo
0.052632,0.022556,0.062657,0.070175,0.030075,0.06015,0.017544,0.065163,0.082707,0.097744,0.007519,0.050125,0.022556,0.022556,0.062657,0.070175,0.052632,0.087719,0.017544,0.045113,thermo
0.036145,0.004016,0.092369,0.064257,0.036145,0.076305,0.012048,0.084337,0.080321,0.096386,0.028112,0.056225,0.02008,0.012048,0.064257,0.076305,0.036145,0.060241,0.004016,0.060241,thermo
0.025641,0.012821,0.083333,0.064103,0.025641,0.038462,0.012821,0.134615,0.096154,0.115385,0.00641,0.044872,0.057692,0.044872,0.025641,0.064103,0.057692,0.051282,0.012821,0.025641,thermo
0.110672,0.019763,0.051383,0.079051,0.035573,0.067194,0.011858,0.027668,0.023715,0.158103,0.019763,0.01581,0.035573,0.039526,0.118577,0.055336,0.035573,0.071146,0.003953,0.019763,thermo
0.047368,0.007895,0.060526,0.107895,0.068421,0.071053,0.007895,0.089474,0.092105,0.092105,0.021053,0.042105,0.026316,0.034211,0.05,0.036842,0.031579,0.057895,0.002632,0.052632,thermo
0.114618,0.003322,0.049834,0.024917,0.023256,0.089701,0.006645,0.033223,0.016611,0.078073,0.003322,0.031561,0.079734,0.049834,0.048173,0.083056,0.096346,0.126246,0.021595,0.019934,thermo
0.066667,0.010753,0.064516,0.073118,0.043011,0.075269,0.017204,0.066667,0.07957,0.092473,0.023656,0.055914,0.032258,0.021505,0.045161,0.043011,0.051613,0.073118,0.021505,0.043011,thermo
0.07754,0.013369,0.061497,0.064171,0.029412,0.080214,0.024064,0.072193,0.07754,0.090909,0.029412,0.048128,0.045455,0.032086,0.045455,0.058824,0.058824,0.061497,0.008021,0.02139,meso
0.054795,0.006849,0.041096,0.089041,0.027397,0.013699,0.041096,0.109589,0.082192,0.123288,0.020548,0.054795,0.034247,0.075342,0.041096,0.034247,0.068493,0.041096,0.006849,0.034247,meso
0.227273,0.025974,0.019481,0.019481,0.038961,0.103896,0.019481,0.012987,0.019481,0.012987,0.038961,0.019481,0.136364,0.064935,0.051948,0.090909,0.025974,0.045455,0.006494,0.019481,meso
0.157798,0.011009,0.075229,0.058716,0.033028,0.07156,0.033028,0.049541,0.056881,0.06789,0.016514,0.034862,0.045872,0.025688,0.040367,0.033028,0.06422,0.089908,0.014679,0.020183,meso
0.091816,0.011976,0.043912,0.065868,0.043912,0.057884,0.02994,0.041916,0.053892,0.111776,0.007984,0.027944,0.077844,0.045908,0.045908,0.085828,0.057884,0.0499,0.015968,0.031936,meso
0.012195,0,0.060976,0.04878,0.036585,0.036585,0.04878,0.146341,0.109756,0.121951,0.012195,0.085366,0.04878,0,0.04878,0.060976,0.02439,0.04878,0.012195,0.036585,meso
0.104167,0.008929,0.08631,0.08631,0.026786,0.053571,0.020833,0.029762,0.029762,0.10119,0.026786,0.056548,0.065476,0.041667,0.071429,0.077381,0.053571,0.03869,0.002976,0.017857,meso
0.07377,0.02459,0.057377,0.057377,0.016393,0.032787,0.016393,0.04918,0.04918,0.122951,0.02459,0.040984,0.090164,0.040984,0.07377,0.065574,0.081967,0.04918,0.008197,0.02459,meso
0.106227,0.03663,0.025641,0.007326,0.032967,0.120879,0.043956,0.018315,0.007326,0.172161,0.029304,0.021978,0.07326,0.021978,0.054945,0.062271,0.040293,0.062271,0.032967,0.029304,meso
0.121495,0.014019,0.079439,0.042056,0.023364,0.074766,0.014019,0.088785,0.046729,0.079439,0.023364,0.009346,0.023364,0.028037,0.093458,0.051402,0.056075,0.084112,0.004673,0.042056,meso
0.067733,0.010133,0.073067,0.083733,0.038933,0.061333,0.032533,0.0544,0.056,0.075733,0.0256,0.0464,0.036267,0.0368,0.047467,0.084267,0.046933,0.077867,0.014933,0.029867,meso
0.065217,0.021739,0.036232,0.047101,0.018116,0.076087,0.028986,0.083333,0.032609,0.083333,0.003623,0.061594,0.039855,0.039855,0.043478,0.101449,0.072464,0.101449,0.018116,0.025362,meso
0.126464,0.021077,0.032787,0.046838,0.042155,0.046838,0.025761,0.032787,0.028103,0.133489,0.021077,0.035129,0.056206,0.037471,0.077283,0.091335,0.058548,0.04918,0.014052,0.023419,meso
0.071287,0.023762,0.049505,0.053465,0.043564,0.063366,0.047525,0.017822,0.041584,0.09505,0.023762,0.015842,0.132673,0.063366,0.083168,0.053465,0.057426,0.019802,0.011881,0.031683,meso
0.098182,0,0.050909,0.134545,0.025455,0.054545,0.010909,0.090909,0.116364,0.061818,0.014545,0.025455,0.047273,0.032727,0.054545,0.018182,0.032727,0.072727,0.014545,0.043636,meso
0.067797,0.016949,0.025424,0.067797,0.059322,0.033898,0.042373,0.033898,0.042373,0.110169,0.025424,0.042373,0.067797,0.042373,0.050847,0.09322,0.016949,0.084746,0.025424,0.050847,meso
0.040404,0.010101,0.050505,0.111111,0.050505,0.030303,0.040404,0.080808,0.080808,0.090909,0.020202,0.060606,0.030303,0.030303,0.060606,0.050505,0.040404,0.080808,0,0.040404,meso
0.212476,0,0.02729,0.02924,0.02924,0.120858,0.013645,0.037037,0.007797,0.091618,0.023392,0.025341,0.083821,0.033138,0.033138,0.062378,0.060429,0.052632,0.033138,0.023392,meso
0.056886,0,0.053892,0.125749,0.032934,0.041916,0.01497,0.047904,0.101796,0.065868,0.020958,0.050898,0.026946,0.04491,0.086826,0.092814,0.041916,0.053892,0.011976,0.026946,meso
0.047809,0.011952,0.035857,0.031873,0.023904,0.071713,0.031873,0.115538,0.075697,0.103586,0.007968,0.059761,0.023904,0.055777,0.035857,0.091633,0.059761,0.059761,0.015936,0.039841,meso
0.060606,0.020455,0.042424,0.075758,0.032576,0.050758,0.023485,0.045455,0.05303,0.071212,0.015152,0.042424,0.097727,0.056061,0.056818,0.117424,0.058333,0.057576,0.005303,0.017424,meso
0.091858,0.012526,0.060543,0.085595,0.052192,0.083507,0.029228,0.041754,0.073069,0.091858,0.02714,0.041754,0.037578,0.029228,0.035491,0.045929,0.064718,0.045929,0.025052,0.025052,meso
0.028777,0.021583,0.07554,0.061151,0.05036,0.053957,0.007194,0.086331,0.086331,0.093525,0.02518,0.111511,0.010791,0.010791,0.032374,0.093525,0.05036,0.05036,0,0.05036,meso
0.032,0,0.056,0.08,0.008,0.008,0.016,0.072,0.088,0.16,0.048,0.072,0.016,0.096,0.016,0.112,0.048,0.032,0.008,0.032,meso
0.15736,0.010152,0.025381,0.086294,0.045685,0.081218,0.045685,0.015228,0.020305,0.096447,0.015228,0.025381,0.081218,0.030457,0.050761,0.055838,0.081218,0.045685,0.015228,0.015228,meso
0.119497,0.018868,0.067086,0.046122,0.016771,0.0587,0.037736,0.060797,0.023061,0.067086,0.031447,0.018868,0.073375,0.027254,0.060797,0.090147,0.096436,0.06499,0.008386,0.012579,meso
0.06576,0.006803,0.031746,0.0839,0.018141,0.054422,0.034014,0.038549,0.122449,0.07483,0.00907,0.054422,0.056689,0.056689,0.06576,0.095238,0.070295,0.040816,0.002268,0.018141,meso
0.051064,0.008511,0.042553,0.080851,0.025532,0.051064,0.021277,0.140426,0.097872,0.089362,0.034043,0.059574,0.029787,0.012766,0.055319,0.089362,0.029787,0.046809,0.004255,0.029787,meso
0.038388,0.021113,0.057582,0.057582,0.065259,0.078695,0.03263,0.067179,0.042226,0.076775,0.023033,0.049904,0.040307,0.024952,0.053743,0.084453,0.044146,0.06142,0.019194,0.06142,meso
0.040865,0.004808,0.055288,0.057692,0.045673,0.028846,0.026442,0.064904,0.09375,0.105769,0.024038,0.074519,0.079327,0.045673,0.03125,0.088942,0.064904,0.050481,0.007212,0.009615,meso
0.073724,0.017958,0.044423,0.066635,0.045369,0.053875,0.028828,0.05104,0.059074,0.115312,0.024102,0.031664,0.048677,0.058601,0.065217,0.064745,0.047732,0.055766,0.015595,0.031664,meso
0.050412,0.007333,0.039413,0.042163,0.032997,0.046746,0.029331,0.056829,0.042163,0.092576,0.028414,0.104491,0.061412,0.065078,0.032081,0.128323,0.067828,0.043996,0.006416,0.021998,meso
0.047761,0.01791,0.062687,0.073134,0.041791,0.025373,0.019403,0.073134,0.062687,0.120896,0.014925,0.055224,0.046269,0.032836,0.040299,0.1,0.052239,0.070149,0.014925,0.028358,meso
0.035627,0.014742,0.061425,0.071253,0.03317,0.05774,0.013514,0.113022,0.093366,0.113022,0.006143,0.07371,0.030713,0.019656,0.036855,0.090909,0.041769,0.05774,0.007371,0.028256,meso
0.060264,0.021657,0.051789,0.077213,0.031073,0.052731,0.024482,0.049906,0.054614,0.13371,0.021657,0.035782,0.048023,0.036723,0.068738,0.087571,0.045198,0.066855,0.009416,0.022599,meso
0.079618,0.003185,0.066879,0.095541,0.047771,0.038217,0.031847,0.047771,0.085987,0.070064,0.025478,0.038217,0.057325,0.035032,0.047771,0.066879,0.038217,0.095541,0.009554,0.019108,meso
0.063636,0.033333,0.059091,0.071212,0.048485,0.063636,0.015152,0.056061,0.077273,0.090909,0.042424,0.037879,0.033333,0.013636,0.059091,0.078788,0.043939,0.066667,0.012121,0.033333,meso
0.077895,0.021053,0.050526,0.069474,0.037895,0.08,0.023158,0.056842,0.065263,0.103158,0.025263,0.04,0.054737,0.021053,0.054737,0.082105,0.035789,0.067368,0.006316,0.027368,meso
0.113475,0,0.056738,0.021277,0.028369,0.134752,0,0.035461,0.078014,0.078014,0.028369,0.028369,0.035461,0.007092,0.035461,0.106383,0.049645,0.099291,0.014184,0.049645,meso
0.063422,0.0059,0.053097,0.058997,0.029499,0.045723,0.036873,0.048673,0.057522,0.106195,0.028024,0.063422,0.067847,0.042773,0.050147,0.100295,0.054572,0.061947,0.00295,0.022124,meso
0.107692,0,0.035897,0.061538,0.010256,0.107692,0.005128,0.061538,0.041026,0.123077,0.061538,0.025641,0.025641,0.066667,0.035897,0.076923,0.066667,0.066667,0.010256,0.010256,meso
0.016377,0.008188,0.041965,0.044012,0.044012,0.035824,0.011259,0.078813,0.061412,0.113613,0.01433,0.121801,0.035824,0.077789,0.016377,0.132037,0.079836,0.032753,0.007165,0.026612,meso
0.161572,0,0.131004,0.091703,0.030568,0.065502,0.0131,0.039301,0.074236,0.061135,0.021834,0.026201,0.039301,0.039301,0.052402,0.052402,0.039301,0.043668,0,0.017467,meso
0.139918,0.004115,0.037037,0.08642,0.020576,0.061728,0.020576,0.020576,0.016461,0.135802,0.020576,0.028807,0.078189,0.049383,0.078189,0.082305,0.045267,0.065844,0.004115,0.004115,meso
0.088776,0.023469,0.039796,0.067347,0.032653,0.043878,0.02449,0.037755,0.04898,0.134694,0.02551,0.027551,0.045918,0.068367,0.055102,0.094898,0.059184,0.053061,0.013265,0.015306,meso
0.033457,0,0.026022,0.02974,0.141264,0.040892,0.011152,0.122677,0.040892,0.204461,0.022305,0.04461,0.022305,0.01487,0.022305,0.111524,0.011152,0.066914,0.003717,0.02974,meso
0.099138,0.043103,0.043103,0.034483,0.030172,0.081897,0.025862,0.051724,0.017241,0.081897,0.038793,0.017241,0.043103,0.025862,0.12931,0.116379,0.030172,0.060345,0.017241,0.012931,meso
0.047273,0.002424,0.065455,0.110303,0.030303,0.042424,0.01697,0.058182,0.082424,0.066667,0.021818,0.090909,0.053333,0.049697,0.031515,0.09697,0.059394,0.047273,0.006061,0.020606,meso
0.054645,0.010929,0.071038,0.060109,0.032787,0.103825,0.043716,0.038251,0.038251,0.098361,0.032787,0.060109,0.060109,0.038251,0.043716,0.071038,0.032787,0.065574,0.016393,0.027322,meso
0.03629,0.016129,0.03629,0.016129,0.048387,0.064516,0.012097,0.149194,0.157258,0.108871,0.008065,0.096774,0.012097,0.008065,0.020161,0.056452,0.072581,0.060484,0.004032,0.016129,meso
0.072165,0,0.072165,0.061856,0.041237,0.051546,0.020619,0.041237,0.030928,0.082474,0.061856,0.020619,0.082474,0.051546,0.061856,0.051546,0.082474,0.082474,0,0.030928,meso
0.075802,0.014577,0.040816,0.043732,0.06414,0.043732,0.017493,0.090379,0.102041,0.087464,0.014577,0.06414,0.029155,0.029155,0.040816,0.084548,0.067055,0.055394,0,0.034985,meso
0.050725,0.021739,0.039855,0.101449,0.057971,0.043478,0.047101,0.025362,0.065217,0.105072,0.021739,0.028986,0.043478,0.032609,0.047101,0.108696,0.061594,0.057971,0.014493,0.025362,meso
0.052304,0.017435,0.063512,0.069738,0.058531,0.019925,0.021171,0.073474,0.079701,0.0934,0.016189,0.102117,0.019925,0.036115,0.044832,0.057285,0.044832,0.063512,0.008717,0.057285,meso
0.054608,0.018771,0.054608,0.085324,0.040956,0.081911,0.020478,0.078498,0.087031,0.088737,0.02901,0.03413,0.044369,0.020478,0.040956,0.059727,0.06314,0.061433,0.008532,0.027304,meso
0.085153,0.0131,0.00655,0.030568,0.080786,0.056769,0.017467,0.093886,0.045852,0.157205,0.024017,0.041485,0.021834,0.017467,0.0131,0.113537,0.061135,0.076419,0.004367,0.039301,meso
0.048137,0.024845,0.046584,0.074534,0.026398,0.085404,0.02795,0.071429,0.055901,0.085404,0.017081,0.032609,0.049689,0.043478,0.062112,0.06677,0.06677,0.07764,0.006211,0.031056,meso
0.018868,0.048218,0.044025,0.077568,0.041929,0.027254,0.031447,0.090147,0.100629,0.102725,0.020964,0.083857,0.033543,0.035639,0.037736,0.08805,0.046122,0.02935,0.006289,0.035639,meso
0.068323,0.006211,0.059006,0.062112,0.024845,0.102484,0.024845,0.124224,0.07764,0.080745,0.049689,0.052795,0.02795,0.015528,0.034161,0.037267,0.034161,0.090062,0.006211,0.021739,meso
0.042904,0.0033,0.062706,0.085809,0.033003,0.059406,0.019802,0.105611,0.075908,0.09901,0.023102,0.069307,0.023102,0.029703,0.039604,0.10231,0.042904,0.052805,0,0.029703,meso
0.069982,0.01105,0.058932,0.036832,0.027624,0.060773,0.036832,0.046041,0.053407,0.071823,0.018416,0.11418,0.042357,0.027624,0.060773,0.099448,0.055249,0.051565,0.023941,0.033149,meso
0.11828,0.002151,0.03871,0.060215,0.032258,0.075269,0.032258,0.066667,0.03871,0.111828,0.032258,0.032258,0.034409,0.058065,0.066667,0.049462,0.055914,0.064516,0.012903,0.017204,meso
0.053738,0.004673,0.070093,0.074766,0.025701,0.067757,0.025701,0.042056,0.063084,0.100467,0.014019,0.035047,0.067757,0.018692,0.046729,0.079439,0.051402,0.102804,0.028037,0.028037,meso
0.05988,0.041916,0.053892,0.092814,0.032934,0.047904,0.023952,0.050898,0.056886,0.116766,0.038922,0.035928,0.02994,0.035928,0.068862,0.07485,0.047904,0.04491,0.01497,0.02994,meso
0.072165,0.020619,0.072165,0.079038,0.037801,0.085911,0.006873,0.044674,0.099656,0.09622,0.020619,0.024055,0.051546,0.020619,0.037801,0.030928,0.061856,0.072165,0.006873,0.058419,meso
0.077821,0.007782,0.081712,0.132296,0.015564,0.070039,0.007782,0.081712,0.081712,0.120623,0.019455,0.023346,0.050584,0.042802,0.027237,0.023346,0.058366,0.050584,0.003891,0.023346,meso
0.134021,0.006873,0.044674,0.065292,0.037801,0.079038,0.013746,0.044674,0.065292,0.09622,0.030928,0.020619,0.037801,0.041237,0.051546,0.054983,0.054983,0.092784,0.006873,0.020619,meso
0.070111,0.055351,0.04428,0.04797,0.01107,0.081181,0.01476,0.02214,0.04428,0.081181,0.00738,0.01107,0.125461,0.066421,0.099631,0.073801,0.066421,0.04797,0.01845,0.01107,meso
0.13431,0.002442,0.054945,0.091575,0.013431,0.086691,0.015873,0.039072,0.018315,0.117216,0.015873,0.010989,0.040293,0.029304,0.118437,0.047619,0.056166,0.08547,0.006105,0.015873,meso
0.06357,0.011002,0.064792,0.096577,0.037897,0.057457,0.02934,0.07335,0.089242,0.122249,0.012225,0.041565,0.037897,0.031785,0.0489,0.069682,0.040342,0.047677,0.006112,0.018337,meso
0.053506,0.009225,0.051661,0.055351,0.049815,0.079336,0.016605,0.071956,0.088561,0.090406,0.01476,0.042435,0.038745,0.04428,0.046125,0.051661,0.055351,0.071956,0.01845,0.049815,meso
0.111984,0.014735,0.059921,0.056974,0.022593,0.103143,0.026523,0.041257,0.022593,0.085462,0.024558,0.035363,0.074656,0.032417,0.066798,0.065815,0.050098,0.070727,0.013752,0.020629,meso
0.096774,0.010753,0.037634,0.072581,0.02957,0.083333,0.018817,0.056452,0.123656,0.091398,0.016129,0.021505,0.045699,0.026882,0.045699,0.107527,0.045699,0.051075,0.002688,0.016129,meso
0.126844,0.017699,0.050147,0.070796,0.023599,0.076696,0.0059,0.070796,0.067847,0.097345,0.032448,0.032448,0.064897,0.020649,0.029499,0.056047,0.044248,0.088496,0.0059,0.017699,meso
0.05169,0.033797,0.06163,0.079523,0.04175,0.043738,0.029821,0.037773,0.095427,0.057654,0.027833,0.039761,0.053678,0.017893,0.039761,0.069583,0.125249,0.049702,0.005964,0.037773,meso
0.127358,0.004717,0.04717,0.061321,0.051887,0.051887,0.014151,0.075472,0.066038,0.117925,0.023585,0.014151,0.042453,0.04717,0.056604,0.051887,0.051887,0.051887,0.014151,0.028302,meso
0.075547,0.021869,0.083499,0.111332,0.015905,0.055666,0.019881,0.029821,0.039761,0.083499,0.021869,0.029821,0.029821,0.033797,0.081511,0.057654,0.069583,0.093439,0,0.045726,meso
0.195804,0.006993,0.048951,0.034965,0.06993,0.111888,0.013986,0.013986,0.083916,0.062937,0.048951,0.048951,0.020979,0.034965,0.013986,0.06993,0.034965,0.048951,0.027972,0.006993,meso
0.084507,0.021127,0.042254,0.077465,0.035211,0.056338,0.028169,0.049296,0.070423,0.119718,0.042254,0.007042,0.028169,0.028169,0.06338,0.077465,0.056338,0.035211,0.021127,0.056338,meso
0.062678,0.011396,0.05641,0.063818,0.031339,0.068946,0.02963,0.055271,0.079202,0.100285,0.017094,0.02849,0.066097,0.054131,0.046154,0.063818,0.060969,0.05755,0.020513,0.026211,meso
0.019417,0.019417,0.038835,0.07767,0.019417,0.019417,0.058252,0.135922,0.135922,0.106796,0.009709,0.07767,0.019417,0.029126,0.058252,0.058252,0.038835,0.019417,0,0.058252,meso
0.039683,0.01746,0.068254,0.064286,0.043651,0.038095,0.015873,0.062698,0.083333,0.084921,0.030159,0.066667,0.043651,0.053175,0.036508,0.097619,0.076984,0.045238,0.003175,0.028571,meso
0.163366,0.00495,0.054455,0.074257,0.029703,0.054455,0.009901,0.049505,0.014851,0.084158,0.039604,0.014851,0.059406,0.00495,0.123762,0.044554,0.079208,0.064356,0.014851,0.014851,meso
0.061947,0.004425,0.057522,0.097345,0.022124,0.044248,0.022124,0.097345,0.146018,0.110619,0.00885,0.048673,0.035398,0.004425,0.00885,0.048673,0.044248,0.10177,0.004425,0.030973,meso
0.066265,0.03012,0.042169,0.048193,0.048193,0.048193,0.024096,0.042169,0.036145,0.096386,0.012048,0.036145,0.048193,0.060241,0.10241,0.066265,0.066265,0.054217,0.012048,0.060241,meso
0.090909,0.006993,0.041958,0.08042,0.027972,0.104895,0.017483,0.041958,0.041958,0.108392,0.027972,0.048951,0.038462,0.038462,0.059441,0.048951,0.052448,0.090909,0.01049,0.020979,meso
0.062857,0.028571,0.114286,0.062857,0.017143,0.08,0.028571,0.045714,0.051429,0.028571,0.011429,0.034286,0.062857,0.022857,0.097143,0.125714,0.074286,0.028571,0.005714,0.017143,meso
0.054622,0.006303,0.054622,0.105042,0.019958,0.058824,0.046218,0.033613,0.076681,0.084034,0.013655,0.027311,0.058824,0.04937,0.085084,0.108193,0.032563,0.044118,0.006303,0.034664,meso
0.088235,0.002941,0.091176,0.088235,0.032353,0.067647,0.008824,0.041176,0.138235,0.058824,0.014706,0.035294,0.041176,0.032353,0.067647,0.061765,0.061765,0.044118,0.008824,0.014706,meso
0.056426,0.021944,0.056426,0.084639,0.021944,0.059561,0.040752,0.037618,0.100313,0.100313,0.018809,0.031348,0.040752,0.047022,0.0721,0.056426,0.075235,0.047022,0.009404,0.021944,meso
0.01087,0,0.032609,0.184783,0.032609,0.021739,0,0.043478,0.097826,0.097826,0.043478,0.043478,0.054348,0.032609,0.043478,0.108696,0.086957,0.054348,0,0.01087,meso
0.073643,0.011628,0.054264,0.073643,0.027132,0.062016,0.042636,0.042636,0.027132,0.139535,0.027132,0.042636,0.042636,0.062016,0.050388,0.085271,0.034884,0.065891,0.011628,0.023256,meso
0.052464,0.004769,0.034976,0.027027,0.038156,0.046105,0.019078,0.047695,0.069952,0.071542,0.028617,0.08744,0.100159,0.069952,0.038156,0.138315,0.077901,0.031797,0.00318,0.012719,meso
0.077206,0.018382,0.014706,0.029412,0.099265,0.077206,0.014706,0.125,0.051471,0.106618,0.014706,0.058824,0.029412,0.007353,0.029412,0.069853,0.040441,0.0625,0.022059,0.051471,meso
0.102128,0.004255,0.055319,0.059574,0.046809,0.06383,0.017021,0.042553,0.034043,0.140426,0.029787,0.042553,0.021277,0.059574,0.046809,0.046809,0.059574,0.068085,0.012766,0.046809,meso
0.073171,0.020732,0.057317,0.065854,0.05,0.07561,0.021951,0.046341,0.060976,0.12439,0.018293,0.031707,0.039024,0.032927,0.053659,0.070732,0.05122,0.063415,0.014634,0.028049,meso
0.059581,0.035427,0.02657,0.073269,0.02657,0.05153,0.038647,0.034622,0.047504,0.088567,0.022544,0.033011,0.101449,0.080515,0.042673,0.108696,0.047504,0.058776,0.008052,0.014493,meso
0.078212,0.044693,0.067039,0.011173,0.061453,0.072626,0.022346,0.072626,0.03352,0.117318,0.027933,0.027933,0.022346,0.044693,0.022346,0.072626,0.072626,0.061453,0.005587,0.061453,meso
0.04491,0.041916,0.086826,0.032934,0.032934,0.047904,0.026946,0.110778,0.062874,0.071856,0.035928,0.07485,0.035928,0.008982,0.047904,0.086826,0.023952,0.07485,0.002994,0.047904,meso
0.054545,0.036364,0.042424,0.054545,0.036364,0.084848,0.030303,0.09697,0.048485,0.09697,0.030303,0.042424,0.060606,0.042424,0.054545,0.036364,0.054545,0.066667,0.006061,0.024242,meso
0.103806,0,0.100346,0.058824,0.031142,0.093426,0.010381,0.017301,0.076125,0.086505,0.041522,0.024221,0.051903,0.034602,0.086505,0.065744,0.024221,0.051903,0.010381,0.031142,meso
0.072222,0.011111,0.022222,0.044444,0.033333,0.005556,0.011111,0.038889,0.05,0.094444,0.033333,0.038889,0.066667,0.088889,0.055556,0.188889,0.066667,0.027778,0.016667,0.033333,meso
0.073107,0.013055,0.039164,0.062663,0.020888,0.065274,0.033943,0.033943,0.10705,0.08094,0.010444,0.031332,0.08094,0.049608,0.05483,0.127937,0.049608,0.036554,0.010444,0.018277,meso
0.067599,0.02331,0.037296,0.065268,0.02331,0.065268,0.030303,0.055944,0.051282,0.153846,0.02331,0.006993,0.058275,0.051282,0.062937,0.074592,0.034965,0.067599,0.013986,0.032634,meso
0.047059,0,0.058824,0.152941,0,0.070588,0.035294,0.070588,0.129412,0.070588,0.011765,0.035294,0.035294,0.035294,0.094118,0.035294,0.035294,0.058824,0,0.023529,meso
0.091047,0.010622,0.06525,0.050076,0.028832,0.08346,0.013657,0.063733,0.013657,0.088012,0.01214,0.056146,0.06525,0.025797,0.040971,0.08346,0.074355,0.06525,0.028832,0.039454,meso
0.043839,0.018957,0.055687,0.072275,0.028436,0.061611,0.026066,0.069905,0.087678,0.063981,0.024882,0.092417,0.030806,0.047393,0.042654,0.090047,0.069905,0.03436,0.009479,0.029621,meso
0.081644,0.03095,0.052828,0.046425,0.03842,0.079509,0.034685,0.030416,0.020277,0.10619,0.014941,0.017076,0.057097,0.034685,0.064568,0.114194,0.05603,0.084312,0.01921,0.016542,meso
0.032258,0.010753,0.043011,0.032258,0.021505,0.086022,0.021505,0.064516,0.043011,0.096774,0.032258,0.021505,0.129032,0.032258,0.064516,0.129032,0.032258,0.086022,0,0.021505,meso
0.173077,0.038462,0.048077,0.028846,0,0.096154,0.019231,0.019231,0.009615,0.096154,0.009615,0.009615,0.048077,0.038462,0.057692,0.067308,0.076923,0.096154,0.009615,0.057692,meso
0.06457,0.018212,0.074503,0.033113,0.033113,0.076159,0.011589,0.069536,0.041391,0.086093,0.018212,0.057947,0.029801,0.044702,0.069536,0.06457,0.07947,0.084437,0.018212,0.024834,meso
0.149701,0.023952,0.023952,0.077844,0.017964,0.053892,0.035928,0.011976,0.02994,0.101796,0.041916,0.017964,0.041916,0.065868,0.149701,0.065868,0.017964,0.047904,0.011976,0.011976,meso
0.183575,0.004831,0.038647,0.05314,0.028986,0.10628,0.028986,0.048309,0.048309,0.115942,0.014493,0.009662,0.043478,0.038647,0.072464,0.028986,0.05314,0.067633,0.004831,0.009662,meso
0.074586,0.016575,0.071823,0.077348,0.038674,0.09116,0.030387,0.09116,0.069061,0.08011,0.027624,0.035912,0.035912,0.030387,0.022099,0.035912,0.066298,0.044199,0.019337,0.041436,meso
0.175393,0.005236,0.143979,0.157068,0.060209,0.034031,0.020942,0.049738,0.013089,0.031414,0.018325,0.013089,0.02356,0.044503,0.036649,0.028796,0.065445,0.04712,0,0.031414,meso
0.141473,0.001938,0.044574,0.081395,0.00969,0.04845,0.003876,0.036822,0.065891,0.054264,0.007752,0.063953,0.036822,0.091085,0.025194,0.124031,0.089147,0.04845,0.007752,0.017442,meso
0.150206,0.002058,0.014403,0.012346,0.045267,0.127572,0.020576,0.032922,0.006173,0.154321,0.016461,0.010288,0.057613,0.018519,0.05144,0.065844,0.076132,0.111111,0.018519,0.00823,meso
0.105531,0.022562,0.051674,0.088792,0.034934,0.094614,0.014556,0.008734,0.025473,0.098981,0.010189,0.016739,0.112809,0.040029,0.043668,0.104803,0.042213,0.054585,0.011645,0.017467,meso
0.049261,0.014778,0.108374,0.118227,0.059113,0.078818,0.014778,0.059113,0.098522,0.049261,0.029557,0.034483,0.059113,0.034483,0.009852,0.083744,0.019704,0.049261,0.004926,0.024631,meso
0.090261,0.023753,0.052257,0.07601,0.023753,0.038005,0.023753,0.026128,0.064133,0.071259,0.033254,0.061758,0.035629,0.059382,0.047506,0.137767,0.052257,0.04038,0.009501,0.033254,meso
0.071283,0.02444,0.01833,0.04277,0.04888,0.087576,0.014257,0.081466,0.04888,0.156823,0.034623,0.034623,0.032587,0.034623,0.022403,0.071283,0.05499,0.07332,0.020367,0.026477,meso
0.099315,0.010274,0.05137,0.068493,0.030822,0.078767,0.023973,0.023973,0.023973,0.14726,0.020548,0.017123,0.044521,0.05137,0.082192,0.05137,0.05137,0.071918,0.013699,0.037671,meso
0.159341,0.013736,0.041209,0.049451,0.027473,0.096154,0.035714,0.03022,0.005495,0.112637,0.03022,0.010989,0.06044,0.032967,0.082418,0.043956,0.035714,0.093407,0.016484,0.021978,meso
